symbol,refseq,tag,ensembl_id,gene_id
ZNF653,NM_138783.4,MANE Select,ENST00000293771.10,115950
ECSIT,NM_016581.5,MANE Select,ENST00000270517.12,51295
CNN1,NM_001299.6,MANE Select,ENST00000252456.7,1264
ELOF1,NM_032377.4,MANE Select,ENST00000252445.8,84337
ACP5,NM_001611.5,MANE Select,ENST00000648477.1,54
ZNF627,NM_145295.4,MANE Select,ENST00000361113.10,199692
ZNF823,NM_001080493.4,MANE Select,ENST00000341191.11,55552
ZNF441,NM_152355.3,MANE Select,ENST00000357901.5,126068
ZNF491,NM_152356.4,MANE Select,ENST00000323169.10,126069
ZNF440,NM_152357.3,MANE Select,ENST00000304060.10,126070
ZNF439,NM_001348719.2,MANE Select,ENST00000682736.1,90594
ZNF69,NM_001364730.1,MANE Select,ENST00000429654.7,7620
ZNF700,NM_144566.3,MANE Select,ENST00000254321.10,90592
ZNF763,NM_001367172.2,MANE Select,ENST00000358987.8,284390
ZNF433,NM_001308348.2,MANE Select,ENST00000550507.7,163059
ZNF878,NM_001080404.3,MANE Select,ENST00000547628.2,729747
ZNF844,NM_001136501.3,MANE Select,ENST00000439326.8,284391
ZNF20,NM_021143.4,MANE Select,ENST00000334213.10,7568
ZNF625,NM_145233.4,MANE Select,ENST00000439556.3,90589
ZNF136,NM_003437.5,MANE Select,ENST00000343979.6,7695
ZNF44,NM_016264.4,MANE Select,ENST00000355684.6,51710
ZNF563,NM_145276.3,MANE Select,ENST00000293725.10,147837
ZNF442,NM_030824.3,MANE Select,ENST00000242804.9,79973
ZNF799,NM_001080821.3,MANE Select,ENST00000430385.3,90576
ZNF443,NM_005815.5,MANE Select,ENST00000301547.10,10224
ZNF709,NM_152601.4,MANE Select,ENST00000397732.8,163051
ZNF564,NM_144976.4,MANE Select,ENST00000339282.12,163050
ZNF490,NM_020714.3,MANE Select,ENST00000311437.11,57474
ZNF791,NM_153358.3,MANE Select,ENST00000343325.9,163049
MAN2B1,NM_000528.4,MANE Select,ENST00000456935.7,4125
WDR83,NM_001099737.3,MANE Select,ENST00000418543.8,84292
WDR83OS,NM_016145.4,MANE Select,ENST00000596731.7,51398
DHPS,NM_001930.4,MANE Select,ENST00000210060.12,1725
GNG14,NM_001316692.2,MANE Select,ENST00000640151.1,105372280
FBXW9,NM_032301.3,MANE Select,ENST00000393261.8,84261
TNPO2,NM_001382241.1,MANE Select,ENST00000425528.6,30000
TRIR,NM_024038.4,MANE Select,ENST00000242784.5,79002
GET3,NM_004317.4,MANE Select,ENST00000357332.8,439
BEST2,NM_017682.3,MANE Select,ENST00000553030.6,54831
HOOK2,NM_013312.3,MANE Select,ENST00000397668.8,29911
JUNB,NM_002229.3,MANE Select,ENST00000302754.6,3726
PRDX2,NM_005809.6,MANE Select,ENST00000301522.3,7001
THSD8,NM_001386800.1,MANE Select,ENST00000639810.3,111644133
RNASEH2A,NM_006397.3,MANE Select,ENST00000221486.6,10535
RTBDN,NM_001270441.2,MANE Select,ENST00000674343.2,83546
MAST1,NM_014975.3,MANE Select,ENST00000251472.9,22983
DNASE2,NM_001375.3,MANE Select,ENST00000222219.8,1777
KLF1,NM_006563.5,MANE Select,ENST00000264834.6,10661
GCDH,NM_000159.4,MANE Select,ENST00000222214.10,2639
SYCE2,NM_001105578.2,MANE Select,ENST00000293695.8,256126
FARSA,NM_004461.3,MANE Select,ENST00000314606.9,2193
CALR,NM_004343.4,MANE Select,ENST00000316448.10,811
RAD23A,NM_005053.4,MANE Select,ENST00000586534.6,5886
GADD45GIP1,NM_052850.4,MANE Select,ENST00000316939.3,90480
DAND5,NM_152654.3,MANE Select,ENST00000317060.4,199699
NFIX,NM_001365902.3,MANE Select,ENST00000592199.6,4784
LYL1,NM_005583.5,MANE Select,ENST00000264824.5,4066
TRMT1,NM_001136035.4,MANE Select,ENST00000357720.9,55621
NACC1,NM_052876.4,MANE Select,ENST00000292431.5,112939
STX10,NM_003765.3,MANE Select,ENST00000587230.6,8677
IER2,NM_004907.3,MANE Select,ENST00000292433.4,9592
CACNA1A,NM_001127222.2,MANE Select,ENST00000360228.11,773
YJU2B,NM_030818.4,MANE Select,ENST00000221554.13,81576
MRI1,NM_001031727.4,MANE Select,ENST00000040663.8,84245
C19orf53,NM_014047.3,MANE Select,ENST00000588234.6,28974
ZSWIM4,NM_001367834.3,MANE Select,ENST00000590508.6,65249
NANOS3,NM_001098622.3,MANE Select,ENST00000339133.6,342977
BRME1,NM_001345843.2,MANE Select,ENST00000586783.6,79173
CC2D1A,NM_017721.5,MANE Select,ENST00000318003.11,54862
PODNL1,NM_001370095.3,MANE Select,ENST00000588872.3,79883
DCAF15,NM_138353.4,MANE Select,ENST00000254337.11,90379
RFX1,NM_002918.5,MANE Select,ENST00000254325.9,5989
RLN3,NM_080864.4,MANE Select,ENST00000431365.3,117579
IL27RA,NM_004843.4,MANE Select,ENST00000263379.4,9466
PALM3,NM_001145028.2,MANE Select,ENST00000669674.2,342979
MISP3,NM_001291291.2,MANE Select,ENST00000587086.3,113230
C19orf67,NM_001277378.2,MANE Select,ENST00000548523.6,646457
PRKACA,NM_002730.4,MANE Select,ENST00000308677.9,5566
ASF1B,NM_018154.3,MANE Select,ENST00000263382.8,55723
ADGRL1,NM_014921.5,MANE Select,ENST00000361434.8,22859
ADGRE5,NM_078481.4,MANE Select,ENST00000242786.6,976
DDX39A,NM_005804.4,MANE Select,ENST00000242776.9,10212
PKN1,NM_002741.5,MANE Select,ENST00000242783.11,5585
PTGER1,NM_000955.3,MANE Select,ENST00000292513.4,5731
GIPC1,NM_005716.4,MANE Select,ENST00000393033.9,10755
DNAJB1,NM_006145.3,MANE Select,ENST00000254322.3,3337
TECR,NM_138501.6,MANE Select,ENST00000215567.10,9524
NDUFB7,NM_004146.6,MANE Select,ENST00000215565.3,4713
CLEC17A,NM_001204118.2,MANE Select,ENST00000417570.6,388512
ADGRE3,NM_032571.5,MANE Select,ENST00000253673.6,84658
ZNF333,NM_032433.4,MANE Select,ENST00000292530.11,84449
ADGRE2,NM_013447.4,MANE Select,ENST00000315576.8,30817
OR7C1,NM_001370485.4,MANE Select,ENST00000641666.2,26664
OR7A5,NM_017506.2,MANE Select,ENST00000322301.5,26659
OR7A10,NM_001005190.2,MANE Select,ENST00000641129.1,390892
OR7A17,NM_030901.2,MANE Select,ENST00000641113.1,26333
OR7C2,NM_012377.1,MANE Select,ENST00000248072.3,26658
SLC1A6,NM_005071.3,MANE Select,ENST00000594383.2,6511
CCDC105,NM_173482.3,MANE Select,ENST00000292574.4,126402
CASP14,NM_012114.3,MANE Select,ENST00000427043.4,23581
OR1I1,NM_001004713.2,MANE Select,ENST00000641398.1,126370
SYDE1,NM_033025.6,MANE Select,ENST00000342784.7,85360
ILVBL,NM_006844.5,MANE Select,ENST00000263383.8,10994
NOTCH3,NM_000435.3,MANE Select,ENST00000263388.7,4854
EPHX3,NM_024794.3,MANE Select,ENST00000221730.8,79852
BRD4,NM_001379291.1,MANE Select,ENST00000679869.1,23476
AKAP8,NM_005858.4,MANE Select,ENST00000269701.7,10270
AKAP8L,NM_014371.4,MANE Select,ENST00000397410.10,26993
WIZ,NM_001371589.1,MANE Select,ENST00000673675.1,58525
RASAL3,NM_022904.3,MANE Select,ENST00000343625.12,64926
PGLYRP2,NM_052890.4,MANE Select,ENST00000340880.5,114770
CYP4F22,NM_173483.4,MANE Select,ENST00000269703.8,126410
CYP4F8,NM_007253.4,MANE Select,ENST00000612078.5,11283
CYP4F3,NM_000896.3,MANE Select,ENST00000221307.13,4051
CYP4F12,NM_023944.4,MANE Select,ENST00000550308.6,66002
OR10H2,NM_013939.2,MANE Select,ENST00000305899.5,26538
OR10H3,NM_013938.2,MANE Select,ENST00000641646.1,26532
OR10H5,NM_001004466.2,MANE Select,ENST00000642092.2,284433
OR10H1,NM_013940.4,MANE Select,ENST00000641419.1,26539
CYP4F2,NM_001082.5,MANE Select,ENST00000221700.11,8529
CYP4F11,NM_021187.4,MANE Select,ENST00000402119.9,57834
OR10H4,NM_001004465.1,MANE Select,ENST00000322107.1,126541
TPM4,NM_003290.3,MANE Select,ENST00000643579.2,7171
RAB8A,NM_005370.5,MANE Select,ENST00000300935.8,4218
HSH2D,NM_001382417.1,MANE Select,ENST00000613986.4,84941
CIB3,NM_054113.4,MANE Select,ENST00000269878.8,117286
FAM32A,NM_014077.4,MANE Select,ENST00000263384.12,26017
AP1M1,NM_032493.4,MANE Select,ENST00000291439.8,8907
KLF2,NM_016270.4,MANE Select,ENST00000248071.6,10365
EPS15L1,NM_001258374.3,MANE Select,ENST00000455140.7,58513
CALR3,NM_145046.5,MANE Select,ENST00000269881.8,125972
C19orf44,NM_032207.4,MANE Select,ENST00000221671.8,84167
CHERP,NM_006387.6,MANE Select,ENST00000546361.7,10523
SLC35E1,NM_024881.5,MANE Select,ENST00000595753.6,79939
MED26,NM_004831.5,MANE Select,ENST00000263390.8,9441
SMIM7,NM_024104.4,MANE Select,ENST00000487416.7,79086
TMEM38A,NM_024074.4,MANE Select,ENST00000187762.7,79041
NWD1,NM_001007525.5,MANE Select,ENST00000524140.7,284434
SIN3B,NM_001297595.2,MANE Select,ENST00000248054.10,23309
F2RL3,NM_003950.4,MANE Select,ENST00000248076.4,9002
CPAMD8,NM_015692.5,MANE Select,ENST00000443236.7,27151
HAUS8,NM_033417.2,MANE Select,ENST00000253669.10,93323
MYO9B,NM_004145.4,MANE Select,ENST00000682292.1,4650
USE1,NM_018467.4,MANE Select,ENST00000263897.10,55850
OCEL1,NM_024578.3,MANE Select,ENST00000215061.9,79629
NR2F6,NM_005234.4,MANE Select,ENST00000291442.4,2063
USHBP1,NM_031941.4,MANE Select,ENST00000252597.8,83878
BABAM1,NM_014173.4,MANE Select,ENST00000598188.6,29086
ANKLE1,NM_152363.6,MANE Select,ENST00000404085.7,126549
ABHD8,NM_024527.5,MANE Select,ENST00000247706.4,79575
MRPL34,NM_023937.4,MANE Select,ENST00000252602.2,64981
DDA1,NM_024050.6,MANE Select,ENST00000359866.9,79016
ANO8,NM_020959.3,MANE Select,ENST00000159087.7,57719
GTPBP3,NM_032620.4,MANE Select,ENST00000324894.13,84705
PLVAP,NM_031310.3,MANE Select,ENST00000252590.9,83483
CCDC194,NM_001395222.1,MANE Select,ENST00000636079.2,110806280
BST2,NM_004335.4,MANE Select,ENST00000252593.7,684
MVB12A,NM_138401.4,MANE Select,ENST00000317040.12,93343
TMEM221,NM_001190844.2,MANE Select,ENST00000341130.6,100130519
NXNL1,NM_138454.2,MANE Select,ENST00000301944.3,115861
SLC27A1,NM_198580.3,MANE Select,ENST00000252595.12,376497
PGLS,NM_012088.3,MANE Select,ENST00000252603.7,25796
NIBAN3,NM_001321827.2,MANE Select,ENST00000599164.6,199786
COLGALT1,NM_024656.4,MANE Select,ENST00000252599.9,79709
UNC13A,NM_001080421.3,MANE Select,ENST00000519716.7,23025
MAP1S,NM_018174.6,MANE Select,ENST00000324096.9,55201
FCHO1,NM_015122.3,MANE Select,ENST00000596536.6,23149
B3GNT3,NM_014256.4,MANE Select,ENST00000318683.7,10331
INSL3,NM_005543.4,MANE Select,ENST00000317306.8,3640
JAK3,NM_000215.4,MANE Select,ENST00000458235.7,3718
RPL18A,NM_000980.4,MANE Select,ENST00000222247.10,6142
SLC5A5,NM_000453.3,MANE Select,ENST00000222248.4,6528
CCDC124,NM_001136203.2,MANE Select,ENST00000445755.7,115098
KCNN1,NM_001386974.1,MANE Select,ENST00000684775.1,3780
ARRDC2,NM_015683.2,MANE Select,ENST00000222250.5,27106
IL12RB1,NM_005535.3,MANE Select,ENST00000593993.7,3594
MAST3,NM_001393504.1,MANE Select,ENST00000687212.1,23031
PIK3R2,NM_005027.4,MANE Select,ENST00000222254.13,5296
IFI30,NM_006332.5,MANE Select,ENST00000407280.4,10437
MPV17L2,NM_032683.3,MANE Select,ENST00000599612.3,84769
RAB3A,NM_002866.5,MANE Select,ENST00000222256.9,5864
PDE4C,NM_001098818.4,MANE Select,ENST00000262805.17,5143
IQCN,NM_001145304.2,MANE Select,ENST00000392413.5,80726
JUND,NM_005354.6,MANE Select,ENST00000252818.5,3727
LSM4,NM_012321.5,MANE Select,ENST00000593829.6,25804
PGPEP1,NM_017712.4,MANE Select,ENST00000269919.11,54858
GDF15,NM_004864.4,MANE Select,ENST00000252809.3,9518
LRRC25,NM_145256.3,MANE Select,ENST00000339007.4,126364
SSBP4,NM_032627.5,MANE Select,ENST00000270061.12,170463
ISYNA1,NM_016368.5,MANE Select,ENST00000338128.13,51477
ELL,NM_006532.4,MANE Select,ENST00000262809.9,8178
FKBP8,NM_012181.5,MANE Select,ENST00000608443.6,23770
KXD1,NM_024069.4,MANE Select,ENST00000222307.9,79036
UBA52,NM_001033930.3,MANE Select,ENST00000442744.7,7311
REX1BD,NM_001100418.2,MANE Select,ENST00000358607.11,55049
CRLF1,NM_004750.5,MANE Select,ENST00000392386.8,9244
TMEM59L,NM_012109.3,MANE Select,ENST00000262817.8,25789
KLHL26,NM_018316.3,MANE Select,ENST00000300976.9,55295
CRTC1,NM_015321.3,MANE Select,ENST00000321949.13,23373
COMP,NM_000095.3,MANE Select,ENST00000222271.7,1311
UPF1,NM_002911.4,MANE Select,ENST00000262803.10,5976
CERS1,NM_021267.5,MANE Select,ENST00000623882.4,10715
GDF1,NM_001492.6,MANE Select,ENST00000247005.8,2657
COPE,NM_007263.4,MANE Select,ENST00000262812.9,11316
DDX49,NM_019070.5,MANE Select,ENST00000247003.9,54555
HOMER3,NM_004838.4,MANE Select,ENST00000392351.8,9454
SUGP2,NM_001017392.5,MANE Select,ENST00000452918.7,10147
ARMC6,NM_001199196.2,MANE Select,ENST00000535612.6,93436
SLC25A42,NM_178526.5,MANE Select,ENST00000318596.8,284439
TMEM161A,NM_017814.3,MANE Select,ENST00000162044.14,54929
MEF2B,NM_001145785.2,MANE Select,ENST00000424583.7,100271849
BORCS8,NM_001145784.2,MANE Select,ENST00000462790.8,729991
RFXANK,NM_003721.4,MANE Select,ENST00000303088.9,8625
NR2C2AP,NM_176880.6,MANE Select,ENST00000331552.12,126382
NCAN,NM_004386.3,MANE Select,ENST00000252575.11,1463
HAPLN4,NM_023002.3,MANE Select,ENST00000291481.8,404037
TM6SF2,NM_001001524.3,MANE Select,ENST00000389363.5,53345
SUGP1,NM_172231.4,MANE Select,ENST00000247001.10,57794
MAU2,NM_015329.4,MANE Select,ENST00000262815.13,23383
GATAD2A,NM_001384528.1,MANE Select,ENST00000683918.1,54815
TSSK6,NM_032037.4,MANE Select,ENST00000585580.4,83983
NDUFA13,NM_015965.7,MANE Select,ENST00000507754.9,51079
YJEFN3,NM_198537.4,MANE Select,ENST00000514277.6,374887
CILP2,NM_153221.2,MANE Select,ENST00000291495.5,148113
PBX4,NM_025245.3,MANE Select,ENST00000251203.14,80714
LPAR2,NM_001395660.1,MANE Select,ENST00000407877.8,9170
GMIP,NM_016573.4,MANE Select,ENST00000203556.9,51291
ATP13A1,NM_020410.3,MANE Select,ENST00000357324.11,57130
ZNF101,NM_033204.4,MANE Select,ENST00000592502.2,94039
ZNF14,NM_021030.3,MANE Select,ENST00000344099.4,7561
ZNF506,NM_001099269.3,MANE Select,ENST00000540806.7,440515
ZNF253,NM_021047.3,MANE Select,ENST00000589717.2,56242
ZNF93,NM_031218.4,MANE Select,ENST00000343769.6,81931
ZNF682,NM_033196.3,MANE Select,ENST00000397165.7,91120
ZNF90,NM_007138.2,MANE Select,ENST00000418063.3,7643
ZNF486,NM_052852.4,MANE Select,ENST00000335117.9,90649
ZNF737,NM_001159293.2,MANE Select,ENST00000427401.9,100129842
ZNF626,NM_001076675.3,MANE Select,ENST00000601440.6,199777
ZNF66,NM_001355197.2,MANE Select,ENST00000344519.10,7617
ZNF85,NM_003429.5,MANE Select,ENST00000328178.13,7639
ZNF430,NM_025189.4,MANE Select,ENST00000261560.10,80264
ZNF714,NM_182515.4,MANE Select,ENST00000456283.7,148206
ZNF431,NM_133473.4,MANE Select,ENST00000311048.11,170959
ZNF708,NM_021269.3,MANE Select,ENST00000356929.3,7562
ZNF738,NM_001355237.2,MANE Select,ENST00000683779.1,148203
ZNF493,NM_001076678.3,MANE Select,ENST00000392288.7,284443
ZNF429,NM_001001415.4,MANE Select,ENST00000358491.9,353088
ZNF100,NM_173531.4,MANE Select,ENST00000358296.11,163227
ZNF43,NM_003423.4,MANE Select,ENST00000354959.9,7594
ZNF208,NM_007153.3,MANE Select,ENST00000397126.9,7757
ZNF257,NM_033468.4,MANE Select,ENST00000594947.6,113835
ZNF676,NM_001001411.3,MANE Select,ENST00000397121.3,163223
ZNF729,NM_001242680.2,MANE Select,ENST00000601693.2,100287226
ZNF98,NM_001098626.2,MANE Select,ENST00000357774.9,148198
ZNF492,NM_020855.3,MANE Select,ENST00000456783.3,57615
ZNF99,NM_001080409.3,MANE Select,ENST00000596209.4,7652
ZNF723,NM_001349726.2,MANE Select,ENST00000600766.3,646864
ZNF728,NM_001267716.2,MANE Select,ENST00000594710.2,388523
ZNF730,NM_001277403.2,MANE Select,ENST00000597761.7,100129543
ZNF724,NM_001355404.2,MANE Select,ENST00000418100.6,440519
ZNF91,NM_003430.4,MANE Select,ENST00000300619.12,7644
ZNF675,NM_138330.3,MANE Select,ENST00000359788.9,171392
ZNF681,NM_138286.3,MANE Select,ENST00000402377.3,148213
RPSAP58,NM_001355283.3,MANE Select,ENST00000484897.4,388524
ZNF726,NM_001244038.2,MANE Select,ENST00000594466.6,730087
ZNF254,NM_203282.4,MANE Select,ENST00000357002.5,9534
UQCRFS1,NM_006003.3,MANE Select,ENST00000304863.6,7386
VSTM2B,NM_001146339.2,MANE Select,ENST00000335523.8,342865
POP4,NM_006627.3,MANE Select,ENST00000585603.6,10775
PLEKHF1,NM_024310.5,MANE Select,ENST00000436066.4,79156
C19orf12,NM_031448.6,MANE Select,ENST00000323670.14,83636
CCNE1,NM_001238.4,MANE Select,ENST00000262643.8,898
URI1,NM_003796.3,MANE Select,ENST00000392271.6,8725
ZNF536,NM_014717.3,MANE Select,ENST00000355537.4,9745
TSHZ3,NM_020856.4,MANE Select,ENST00000240587.5,57616
ZNF507,NM_001136156.2,MANE Select,ENST00000355898.6,22847
DPY19L3,NM_001172774.2,MANE Select,ENST00000392250.7,147991
PDCD5,NM_004708.4,MANE Select,ENST00000590247.7,9141
ANKRD27,NM_032139.3,MANE Select,ENST00000306065.9,84079
RGS9BP,NM_207391.3,MANE Select,ENST00000334176.4,388531
NUDT19,NM_001105570.2,MANE Select,ENST00000397061.4,390916
TDRD12,NM_001366102.1,MANE Select,ENST00000639142.2,91646
SLC7A9,NM_014270.5,MANE Select,ENST00000023064.9,11136
CEP89,NM_032816.5,MANE Select,ENST00000305768.10,84902
FAAP24,NM_152266.5,MANE Select,ENST00000588258.6,91442
RHPN2,NM_033103.5,MANE Select,ENST00000254260.8,85415
GPATCH1,NM_018025.3,MANE Select,ENST00000170564.7,55094
WDR88,NM_173479.4,MANE Select,ENST00000355868.4,126248
LRP3,NM_002333.4,MANE Select,ENST00000253193.9,4037
SLC7A10,NM_019849.3,MANE Select,ENST00000253188.8,56301
CEBPA,NM_004364.5,MANE Select,ENST00000498907.3,1050
CEBPG,NM_001806.4,MANE Select,ENST00000284000.9,1054
PEPD,NM_000285.4,MANE Select,ENST00000244137.12,5184
CHST8,NM_001127895.2,MANE Select,ENST00000650847.1,64377
KCTD15,NM_001129994.2,MANE Select,ENST00000683859.1,79047
LSM14A,NM_015578.4,MANE Select,ENST00000544216.8,26065
GARRE1,NM_014686.5,MANE Select,ENST00000299505.8,9710
GPI,NM_000175.5,MANE Select,ENST00000356487.11,2821
PDCD2L,NM_032346.2,MANE Select,ENST00000246535.4,84306
UBA2,NM_005499.3,MANE Select,ENST00000246548.9,10054
WTIP,NM_001080436.2,MANE Select,ENST00000590071.7,126374
SCGB2B2,NM_001025591.4,MANE Select,ENST00000601241.6,284402
ZNF302,NM_001289187.2,MANE Select,ENST00000505242.6,55900
ZNF181,NM_001029997.4,MANE Select,ENST00000492450.3,339318
ZNF599,NM_001007248.3,MANE Select,ENST00000329285.13,148103
ZNF30,NM_194325.3,MANE Select,ENST00000601142.2,90075
ZNF792,NM_175872.5,MANE Select,ENST00000404801.2,126375
GRAMD1A,NM_020895.5,MANE Select,ENST00000317991.10,57655
SCN1B,NM_001037.5,MANE Select,ENST00000262631.11,6324
HPN,NM_001384133.1,MANE Select,ENST00000672452.2,3249
FXYD3,NM_005971.4,MANE Select,ENST00000604404.6,5349
LGI4,NM_139284.3,MANE Select,ENST00000310123.8,163175
FXYD1,NM_021902.4,MANE Select,ENST00000351325.9,5348
FXYD7,NM_022006.2,MANE Select,ENST00000270310.7,53822
FXYD5,NM_014164.6,MANE Select,ENST00000392219.7,53827
FAM187B,NM_152481.2,MANE Select,ENST00000324675.4,148109
LSR,NM_205834.4,MANE Select,ENST00000605618.6,51599
USF2,NM_003367.4,MANE Select,ENST00000222305.8,7392
HAMP,NM_021175.4,MANE Select,ENST00000222304.5,57817
MAG,NM_002361.4,MANE Select,ENST00000392213.8,4099
CD22,NM_001771.4,MANE Select,ENST00000085219.10,933
FFAR1,NM_005303.3,MANE Select,ENST00000246553.4,2864
FFAR3,NM_005304.5,MANE Select,ENST00000327809.5,2865
GPR42,NM_001348195.2,MANE Select,ENST00000454971.3,2866
FFAR2,NM_001370087.1,MANE Select,ENST00000599180.3,2867
KRTDAP,NM_207392.3,MANE Select,ENST00000338897.4,388533
DMKN,NM_033317.5,MANE Select,ENST00000339686.8,93099
SBSN,NM_001166034.2,MANE Select,ENST00000452271.7,374897
GAPDHS,NM_014364.5,MANE Select,ENST00000222286.9,26330
TMEM147,NM_032635.4,MANE Select,ENST00000222284.10,10430
ATP4A,NM_000704.3,MANE Select,ENST00000262623.4,495
PMIS2,NM_001395412.1,MANE Select,ENST00000640449.2,111216276
HAUS5,NM_015302.2,MANE Select,ENST00000203166.10,23354
RBM42,NM_024321.5,MANE Select,ENST00000262633.9,79171
ETV2,NM_014209.4,MANE Select,ENST00000402764.6,2116
COX6B1,NM_001863.5,MANE Select,ENST00000649813.2,1340
UPK1A,NM_007000.4,MANE Select,ENST00000222275.3,11045
ZBTB32,NM_014383.3,MANE Select,ENST00000392197.7,27033
KMT2B,NM_014727.3,MANE Select,ENST00000420124.4,9757
IGFLR1,NM_024660.4,MANE Select,ENST00000246532.6,79713
U2AF1L4,NM_001040425.3,MANE Select,ENST00000378975.8,199746
PSENEN,NM_172341.4,MANE Select,ENST00000587708.7,55851
LIN37,NM_019104.3,MANE Select,ENST00000301159.14,55957
HSPB6,NM_144617.3,MANE Select,ENST00000004982.6,126393
PROSER3,NM_001367856.1,MANE Select,ENST00000646935.2,148137
ARHGAP33,NM_001366178.1,MANE Select,ENST00000007510.9,115703
PRODH2,NM_021232.2,MANE Select,ENST00000653904.2,58510
NPHS1,NM_004646.4,MANE Select,ENST00000378910.10,4868
KIRREL2,NM_199180.4,MANE Select,ENST00000360202.10,84063
APLP1,NM_001024807.3,MANE Select,ENST00000221891.9,333
HCST,NM_014266.4,MANE Select,ENST00000246551.9,10870
TYROBP,NM_003332.4,MANE Select,ENST00000262629.9,7305
LRFN3,NM_024509.2,MANE Select,ENST00000246529.4,79414
SDHAF1,NM_001042631.3,MANE Select,ENST00000378887.4,644096
SYNE4,NM_001039876.3,MANE Select,ENST00000324444.9,163183
ALKBH6,NM_032878.5,MANE Select,ENST00000378875.8,84964
CLIP3,NM_015526.3,MANE Select,ENST00000360535.9,25999
THAP8,NM_152658.3,MANE Select,ENST00000292894.2,199745
WDR62,NM_001083961.2,MANE Select,ENST00000401500.7,284403
OVOL3,NM_001302757.2,MANE Select,ENST00000633214.2,728361
POLR2I,NM_006233.5,MANE Select,ENST00000221859.9,5438
TBCB,NM_001281.3,MANE Select,ENST00000221855.8,1155
CAPNS1,NM_001749.4,MANE Select,ENST00000246533.8,826
COX7A1,NM_001864.4,MANE Select,ENST00000292907.8,1346
ZNF565,NM_152477.5,MANE Select,ENST00000304116.10,147929
ZNF146,NM_007145.3,MANE Select,ENST00000443387.3,7705
ZFP14,NM_020917.3,MANE Select,ENST00000270001.12,57677
ZFP82,NM_133466.4,MANE Select,ENST00000392161.4,284406
ZNF566,NM_001145344.1,MANE Select,ENST00000452939.7,84924
ZNF260,NM_001166037.2,MANE Select,ENST00000523638.6,339324
ZNF529,NM_020951.5,MANE Select,ENST00000591340.6,57711
ZNF382,NM_032825.5,MANE Select,ENST00000292928.7,84911
ZNF461,NM_153257.5,MANE Select,ENST00000588268.6,92283
ZNF567,NM_001322917.1,MANE Select,ENST00000682579.1,163081
ZNF850,NM_001193552.2,MANE Select,ENST00000591344.2,342892
ZNF790,NM_206894.4,MANE Select,ENST00000356725.9,388536
ZNF345,NM_001242472.2,MANE Select,ENST00000420450.6,25850
ZNF829,NM_001037232.4,MANE Select,ENST00000391711.8,374899
ZNF568,NM_198539.4,MANE Select,ENST00000333987.12,374900
ZNF420,NM_144689.5,MANE Select,ENST00000337995.4,147923
ZNF585A,NM_001288800.2,MANE Select,ENST00000292841.10,199704
ZNF585B,NM_152279.4,MANE Select,ENST00000532828.7,92285
ZNF383,NM_001387601.1,MANE Select,ENST00000684119.1,163087
ZNF875,NM_001353803.2,MANE Select,ENST00000392153.8,284459
ZNF527,NM_032453.2,MANE Select,ENST00000436120.7,84503
ZNF569,NM_152484.3,MANE Select,ENST00000316950.11,148266
ZNF570,NM_144694.5,MANE Select,ENST00000330173.6,148268
ZNF793,NM_001013659.3,MANE Select,ENST00000627814.3,390927
ZNF540,NM_001172225.3,MANE Select,ENST00000316433.9,163255
ZNF571,NM_016536.5,MANE Select,ENST00000451802.7,51276
ZFP30,NM_001320669.3,MANE Select,ENST00000684514.1,22835
ZNF607,NM_032689.5,MANE Select,ENST00000355202.9,84775
ZNF573,NM_001172690.2,MANE Select,ENST00000536220.7,126231
WDR87,NM_001291088.2,MANE Select,ENST00000447313.7,83889
SIPA1L3,NM_015073.3,MANE Select,ENST00000222345.11,23094
DPF1,NM_001135155.3,MANE Select,ENST00000355526.10,8193
PPP1R14A,NM_033256.3,MANE Select,ENST00000301242.9,94274
SPINT2,NM_021102.4,MANE Select,ENST00000301244.12,10653
YIF1B,NM_001039672.3,MANE Select,ENST00000339413.11,90522
C19orf33,NM_033520.3,MANE Select,ENST00000301246.10,64073
KCNK6,NM_004823.3,MANE Select,ENST00000263372.5,9424
CATSPERG,NM_021185.5,MANE Select,ENST00000409235.8,57828
PSMD8,NM_002812.5,MANE Select,ENST00000215071.9,5714
GGN,NM_152657.4,MANE Select,ENST00000334928.11,199720
SPRED3,NM_001394336.1,MANE Select,ENST00000691638.1,399473
FAM98C,NM_174905.4,MANE Select,ENST00000252530.10,147965
RASGRP4,NM_170604.3,MANE Select,ENST00000615439.5,115727
RYR1,NM_000540.3,MANE Select,ENST00000359596.8,6261
MAP4K1,NM_001042600.3,MANE Select,ENST00000396857.7,11184
EIF3K,NM_013234.4,MANE Select,ENST00000248342.9,27335
ACTN4,NM_004924.6,MANE Select,ENST00000252699.7,81
CAPN12,NM_144691.4,MANE Select,ENST00000328867.9,147968
LGALS7,NM_002307.4,MANE Select,ENST00000378626.5,3963
LGALS7B,NM_001042507.4,MANE Select,ENST00000314980.5,653499
LGALS4,NM_006149.4,MANE Select,ENST00000307751.9,3960
ECH1,NM_001398.3,MANE Select,ENST00000221418.9,1891
HNRNPL,NM_001533.3,MANE Select,ENST00000221419.10,3191
RINL,NM_001195833.2,MANE Select,ENST00000591812.2,126432
SIRT2,NM_012237.4,MANE Select,ENST00000249396.12,22933
NFKBIB,NM_002503.5,MANE Select,ENST00000313582.6,4793
